Cat_Code,SBAOfficeCode_cat,ProcessingMethod_cat,LoanStatus_cat,Term_cat,ServicingLenderName_cat,RuralUrbanIndicator_cat,HubzoneIndicator_cat,LMIIndicator_cat,BusinessAgeDescription_cat,CD_cat,Race_cat,Ethnicity_cat,BusinessType_cat,OriginatingLender_cat,Gender_cat,Veteran_cat,NonProfit_cat,NAICSCode_2digits_cat,Verified_Address_cat,CaseLabel_cat
287,,,,,BCB Community Bank,,,,,NV-01,,,,BANKWEST of Kansas,,,,,,
288,,,,,"BCBank, Inc",,,,,NV-02,,,,BCB Community Bank,,,,,,
289,,,,,BLC Community Bank,,,,,NV-03,,,,"BCBank, Inc",,,,,,
290,,,,,BMO Harris Bank National Association,,,,,NV-04,,,,BLC Community Bank,,,,,,
291,,,,,"BMW Bank of North America, Inc.",,,,,NY-,,,,BMO Harris Bank National Association,,,,,,
292,,,,,BNA Bank,,,,,NY-01,,,,"BMW Bank of North America, Inc.",,,,,,
293,,,,,BNC National Bank,,,,,NY-02,,,,BNA Bank,,,,,,
294,,,,,BOC Bank,,,,,NY-03,,,,BNC National Bank,,,,,,
295,,,,,BOC Capital Corportion,,,,,NY-04,,,,BOC Bank,,,,,,
296,,,,,"BOKF, National Association",,,,,NY-05,,,,BOC Capital Corportion,,,,,,
297,,,,,BOM Bank,,,,,NY-06,,,,"BOKF, National Association",,,,,,
298,,,,,BTC Bank,,,,,NY-07,,,,BOM Bank,,,,,,
299,,,,,Badger Bank,,,,,NY-08,,,,"BSD Capital, LLC dba Lendistry",,,,,,
300,,,,,Badlands FCU,,,,,NY-09,,,,BTC Bank,,,,,,
301,,,,,Baker Boyer National Bank,,,,,NY-10,,,,Badger Bank,,,,,,
302,,,,,Ballston Spa National Bank,,,,,NY-11,,,,Badlands FCU,,,,,,
303,,,,,"Banc of California, National Association",,,,,NY-12,,,,Baker Boyer National Bank,,,,,,
304,,,,,"BancCentral, National Association",,,,,NY-13,,,,Ballston Spa National Bank,,,,,,
305,,,,,BancFirst,,,,,NY-14,,,,"Banc of California, National Association",,,,,,
306,,,,,Banco Popular de Puerto Rico,,,,,NY-15,,,,"BancCentral, National Association",,,,,,
307,,,,,Bandera Bank,,,,,NY-16,,,,BancFirst,,,,,,
308,,,,,Banesco USA,,,,,NY-17,,,,Banco Popular de Puerto Rico,,,,,,
309,,,,,Bangor FCU,,,,,NY-18,,,,Bandera Bank,,,,,,
310,,,,,Bangor Savings Bank,,,,,NY-19,,,,Banesco USA,,,,,,
311,,,,,Bank & Trust Company,,,,,NY-20,,,,Bangor FCU,,,,,,
312,,,,,Bank 1st,,,,,NY-21,,,,Bangor Savings Bank,,,,,,
313,,,,,Bank 34,,,,,NY-22,,,,Bank & Trust Company,,,,,,
314,,,,,Bank 7,,,,,NY-23,,,,Bank 1st,,,,,,
315,,,,,"Bank First, N.A.",,,,,NY-24,,,,Bank 34,,,,,,
316,,,,,Bank Five Nine,,,,,NY-25,,,,Bank 7,,,,,,
317,,,,,Bank Forward,,,,,NY-26,,,,"Bank First, N.A.",,,,,,
318,,,,,Bank Hapoalim B.M. - New York Branch,,,,,NY-27,,,,Bank Five Nine,,,,,,
319,,,,,Bank Independent,,,,,OH-01,,,,Bank Forward,,,,,,
320,,,,,Bank Iowa,,,,,OH-02,,,,Bank Hapoalim B.M. - New York Branch,,,,,,
321,,,,,Bank Michigan,,,,,OH-03,,,,Bank Independent,,,,,,
322,,,,,Bank Midwest,,,,,OH-04,,,,Bank Iowa,,,,,,
323,,,,,Bank Northwest,,,,,OH-05,,,,Bank Michigan,,,,,,
324,,,,,Bank OZK,,,,,OH-06,,,,Bank Midwest,,,,,,
325,,,,,Bank Plus,,,,,OH-07,,,,Bank Northwest,,,,,,
326,,,,,Bank Rhode Island,,,,,OH-08,,,,Bank OZK,,,,,,
327,,,,,Bank Star,,,,,OH-09,,,,Bank Plus,,,,,,
328,,,,,Bank of 1889,,,,,OH-10,,,,Bank Rhode Island,,,,,,
329,,,,,Bank of Abbeville & Trust Company,,,,,OH-11,,,,Bank Star,,,,,,
330,,,,,Bank of Alma,,,,,OH-12,,,,Bank of 1889,,,,,,
331,,,,,"Bank of America, National Association",,,,,OH-13,,,,Bank of Abbeville & Trust Company,,,,,,
332,,,,,Bank of Anguilla,,,,,OH-14,,,,Bank of Alma,,,,,,
333,,,,,Bank of Ann Arbor,,,,,OH-15,,,,"Bank of America, National Association",,,,,,
334,,,,,Bank of Bartlett,,,,,OH-16,,,,Bank of Anguilla,,,,,,
335,,,,,Bank of Belle Glade,,,,,OK-01,,,,Bank of Ann Arbor,,,,,,
336,,,,,Bank of Belleville,,,,,OK-02,,,,Bank of Bartlett,,,,,,
337,,,,,Bank of Billings,,,,,OK-03,,,,Bank of Belle Glade,,,,,,
338,,,,,Bank of Botetourt,,,,,OK-04,,,,Bank of Belleville,,,,,,
339,,,,,Bank of Bozeman,,,,,OK-05,,,,Bank of Billings,,,,,,
340,,,,,"Bank of Brenham, N.A.",,,,,OR-01,,,,Bank of Botetourt,,,,,,
341,,,,,Bank of Brewton,,,,,OR-02,,,,Bank of Bozeman,,,,,,
342,,,,,"Bank of Bridger, National Association",,,,,OR-03,,,,"Bank of Brenham, N.A.",,,,,,
343,,,,,"Bank of Brookfield-Purdin, National Association",,,,,OR-04,,,,Bank of Brewton,,,,,,
344,,,,,Bank of Brookhaven,,,,,OR-05,,,,"Bank of Bridger, National Association",,,,,,
345,,,,,Bank of Calhoun County,,,,,OR-06,,,,"Bank of Brookfield-Purdin, National Association",,,,,,
346,,,,,Bank of Camilla,,,,,PA-01,,,,Bank of Brookhaven,,,,,,
347,,,,,Bank of Cashton,,,,,PA-02,,,,Bank of Calhoun County,,,,,,
348,,,,,Bank of Cattaraugus,,,,,PA-03,,,,Bank of Camilla,,,,,,
349,,,,,Bank of Cave City,,,,,PA-04,,,,Bank of Cashton,,,,,,
350,,,,,Bank of Central Florida,,,,,PA-05,,,,Bank of Cattaraugus,,,,,,
351,,,,,Bank of Charles Town,,,,,PA-06,,,,Bank of Cave City,,,,,,
352,,,,,Bank of China Limited,,,,,PA-07,,,,Bank of Central Florida,,,,,,
353,,,,,Bank of Clarke,,,,,PA-08,,,,Bank of Charles Town,,,,,,
354,,,,,Bank of Clarks,,,,,PA-09,,,,Bank of China Limited,,,,,,
355,,,,,Bank of Cleveland,,,,,PA-10,,,,Bank of Clarke,,,,,,
356,,,,,Bank of Colorado,,,,,PA-11,,,,Bank of Clarks,,,,,,
357,,,,,Bank of Columbia,,,,,PA-12,,,,Bank of Cleveland,,,,,,
358,,,,,Bank of Commerce,,,,,PA-13,,,,Bank of Colorado,,,,,,
359,,,,,Bank of Commerce & Trust Company,,,,,PA-14,,,,Bank of Columbia,,,,,,
360,,,,,Bank of Commerce and Trust Company,,,,,PA-15,,,,Bank of Commerce,,,,,,
361,,,,,Bank of Coushatta,,,,,PA-16,,,,Bank of Commerce & Trust Company,,,,,,
362,,,,,Bank of Crocker,,,,,PA-17,,,,Bank of Commerce and Trust Company,,,,,,
363,,,,,Bank of Crockett,,,,,PA-18,,,,Bank of Coushatta,,,,,,
364,,,,,Bank of Dawson,,,,,PR-,,,,Bank of Crocker,,,,,,
365,,,,,"Bank of DeSoto, National Association",,,,,RI-01,,,,Bank of Crockett,,,,,,
366,,,,,Bank of Deerfield,,,,,RI-02,,,,Bank of Dawson,,,,,,
367,,,,,Bank of Delight,,,,,SC-01,,,,"Bank of DeSoto, National Association",,,,,,
368,,,,,Bank of Dickson,,,,,SC-02,,,,Bank of Deerfield,,,,,,
369,,,,,Bank of Dixon County,,,,,SC-03,,,,Bank of Delight,,,,,,
370,,,,,Bank of Dudley,,,,,SC-04,,,,Bank of Dickson,,,,,,
371,,,,,Bank of Eastern Oregon,,,,,SC-05,,,,Bank of Dixon County,,,,,,
372,,,,,Bank of Elgin,,,,,SC-06,,,,Bank of Dudley,,,,,,
373,,,,,Bank of England,,,,,SC-07,,,,Bank of Eastern Oregon,,,,,,
374,,,,,Bank of Erath,,,,,SD-,,,,Bank of Elgin,,,,,,
375,,,,,Bank of Evergreen,,,,,SD-01,,,,Bank of England,,,,,,
376,,,,,Bank of Farmington,,,,,SD-03,,,,Bank of Erath,,,,,,
377,,,,,Bank of Forest,,,,,SD-04,,,,Bank of Evergreen,,,,,,
378,,,,,Bank of Frankewing,,,,,TN-,,,,Bank of Farmington,,,,,,
379,,,,,Bank of Franklin,,,,,TN-01,,,,Bank of Forest,,,,,,
380,,,,,Bank of Franklin County,,,,,TN-02,,,,Bank of Frankewing,,,,,,
381,,,,,Bank of Gibson City,,,,,TN-03,,,,Bank of Franklin,,,,,,
382,,,,,Bank of Gleason,,,,,TN-04,,,,Bank of Franklin County,,,,,,
383,,,,,Bank of Grand Lake,,,,,TN-05,,,,Bank of Gibson City,,,,,,
384,,,,,Bank of Grandin,,,,,TN-06,,,,Bank of Gleason,,,,,,
385,,,,,Bank of Greeley,,,,,TN-07,,,,Bank of Grand Lake,,,,,,
386,,,,,Bank of Greeleyville,,,,,TN-08,,,,Bank of Grandin,,,,,,
387,,,,,Bank of Guam,,,,,TN-09,,,,Bank of Greeley,,,,,,
388,,,,,Bank of Halls,,,,,TX-,,,,Bank of Greeleyville,,,,,,
389,,,,,Bank of Hancock County,,,,,TX-01,,,,Bank of Guam,,,,,,
390,,,,,Bank of Hartington,,,,,TX-02,,,,Bank of Halls,,,,,,
391,,,,,Bank of Hawaii,,,,,TX-03,,,,Bank of Hancock County,,,,,,
392,,,,,Bank of Hays,,,,,TX-04,,,,Bank of Hartington,,,,,,
393,,,,,Bank of Hazelton,,,,,TX-05,,,,Bank of Hawaii,,,,,,
394,,,,,Bank of Hazlehurst,,,,,TX-06,,,,Bank of Hays,,,,,,
395,,,,,"Bank of Hillsboro, National Association",,,,,TX-07,,,,Bank of Hazelton,,,,,,
396,,,,,Bank of Hindman,,,,,TX-08,,,,Bank of Hazlehurst,,,,,,
397,,,,,Bank of Holland,,,,,TX-09,,,,"Bank of Hillsboro, National Association",,,,,,
398,,,,,Bank of Holly Springs,,,,,TX-10,,,,Bank of Hindman,,,,,,
399,,,,,Bank of Holyrood,,,,,TX-11,,,,Bank of Holland,,,,,,
400,,,,,Bank of Hope,,,,,TX-12,,,,Bank of Holly Springs,,,,,,
401,,,,,Bank of Houston,,,,,TX-13,,,,Bank of Holyrood,,,,,,
402,,,,,Bank of Hydro,,,,,TX-14,,,,Bank of Hope,,,,,,
403,,,,,Bank of Iberia,,,,,TX-15,,,,Bank of Houston,,,,,,
404,,,,,Bank of Idaho,,,,,TX-16,,,,Bank of Hydro,,,,,,
405,,,,,Bank of Kilmichael,,,,,TX-17,,,,Bank of Iberia,,,,,,
406,,,,,Bank of Kirksville,,,,,TX-18,,,,Bank of Idaho,,,,,,
407,,,,,Bank of Labor,,,,,TX-19,,,,Bank of Jackson Hole Trust,,,,,,
408,,,,,Bank of Lake Mills,,,,,TX-20,,,,Bank of Kilmichael,,,,,,
409,,,,,Bank of Lake Village,,,,,TX-21,,,,Bank of Kirksville,,,,,,
410,,,,,Bank of Lewellen,,,,,TX-22,,,,Bank of Labor,,,,,,
411,,,,,Bank of Lincoln County,,,,,TX-23,,,,Bank of Lake Mills,,,,,,
412,,,,,Bank of Lindsay,,,,,TX-24,,,,Bank of Lake Village,,,,,,
413,,,,,Bank of Little Rock,,,,,TX-25,,,,Bank of Lewellen,,,,,,
414,,,,,Bank of Locust Grove,,,,,TX-26,,,,Bank of Lincoln County,,,,,,
415,,,,,Bank of Lumber City,,,,,TX-27,,,,Bank of Lindsay,,,,,,
416,,,,,Bank of Luxemburg,,,,,TX-28,,,,Bank of Little Rock,,,,,,
417,,,,,Bank of Madison,,,,,TX-29,,,,Bank of Locust Grove,,,,,,
418,,,,,Bank of Maple Plain,,,,,TX-30,,,,Bank of Lumber City,,,,,,
419,,,,,Bank of Marin,,,,,TX-31,,,,Bank of Luxemburg,,,,,,
420,,,,,Bank of Mauston,,,,,TX-32,,,,Bank of Madison,,,,,,
421,,,,,Bank of Maysville,,,,,TX-33,,,,Bank of Maple Plain,,,,,,
422,,,,,Bank of Mead,,,,,TX-34,,,,Bank of Marin,,,,,,
423,,,,,Bank of Millbrook,,,,,TX-35,,,,Bank of Mauston,,,,,,
424,,,,,Bank of Milton,,,,,TX-36,,,,Bank of Maysville,,,,,,
425,,,,,Bank of Mingo,,,,,TX-37,,,,Bank of Mead,,,,,,
426,,,,,Bank of Montana,,,,,TX-38,,,,Bank of Millbrook,,,,,,
427,,,,,Bank of Monticello,,,,,UT-01,,,,Bank of Milton,,,,,,
428,,,,,Bank of Morton,,,,,UT-02,,,,Bank of Mingo,,,,,,
429,,,,,Bank of Moundville,,,,,UT-03,,,,Bank of Montana,,,,,,
430,,,,,Bank of New Cambria,,,,,UT-04,,,,Bank of Monticello,,,,,,
431,,,,,Bank of New England,,,,,VA-01,,,,Bank of Morton,,,,,,
432,,,,,Bank of New Hampshire,,,,,VA-02,,,,Bank of Moundville,,,,,,
433,,,,,Bank of New Madrid,,,,,VA-03,,,,Bank of New Cambria,,,,,,
434,,,,,Bank of Newington,,,,,VA-04,,,,Bank of New England,,,,,,
435,,,,,Bank of O'Fallon,,,,,VA-05,,,,Bank of New Hampshire,,,,,,
436,,,,,Bank of Oak Ridge,,,,,VA-06,,,,Bank of New Madrid,,,,,,
437,,,,,Bank of Ocean City,,,,,VA-07,,,,Bank of Newington,,,,,,
438,,,,,Bank of Odessa,,,,,VA-08,,,,Bank of O'Fallon,,,,,,
439,,,,,Bank of Ontario,,,,,VA-09,,,,Bank of Oak Ridge,,,,,,
440,,,,,Bank of Orchard,,,,,VA-10,,,,Bank of Ocean City,,,,,,
441,,,,,Bank of Pensacola,,,,,VA-11,,,,Bank of Odessa,,,,,,
442,,,,,Bank of Pontiac,,,,,VI-,,,,Bank of Ontario,,,,,,
443,,,,,Bank of Prague,,,,,VT-,,,,Bank of Orchard,,,,,,
444,,,,,Bank of Prairie Village,,,,,WA-01,,,,Bank of Pensacola,,,,,,
445,,,,,Bank of Prairie du Sac,,,,,WA-02,,,,Bank of Pontiac,,,,,,
446,,,,,Bank of Rantoul,,,,,WA-03,,,,Bank of Prague,,,,,,
447,,,,,Bank of Richmondville,,,,,WA-04,,,,Bank of Prairie Village,,,,,,
448,,,,,Bank of Salem,,,,,WA-05,,,,Bank of Prairie du Sac,,,,,,
449,,,,,Bank of San Francisco,,,,,WA-06,,,,Bank of Rantoul,,,,,,
450,,,,,Bank of South Texas,,,,,WA-07,,,,Bank of Richmondville,,,,,,
451,,,,,Bank of Southern California National Association,,,,,WA-08,,,,Bank of Salem,,,,,,
452,,,,,Bank of Springfield,,,,,WA-09,,,,Bank of San Francisco,,,,,,
453,,,,,Bank of St. Francisville,,,,,WA-10,,,,Bank of South Texas,,,,,,
454,,,,,Bank of Star Valley,,,,,WI-01,,,,Bank of Southern California National Association,,,,,,
455,,,,,Bank of Stockton,,,,,WI-02,,,,Bank of Springfield,,,,,,
456,,,,,Bank of Stronghurst,,,,,WI-03,,,,Bank of St. Francisville,,,,,,
457,,,,,Bank of Sun Prairie,,,,,WI-04,,,,Bank of Star Valley,,,,,,
458,,,,,Bank of Sunset & Trust Company,,,,,WI-05,,,,Bank of Stockton,,,,,,
459,,,,,Bank of Tennessee,,,,,WI-06,,,,Bank of Stronghurst,,,,,,
460,,,,,Bank of Travelers Rest,,,,,WI-07,,,,Bank of Sun Prairie,,,,,,
461,,,,,Bank of Utah,,,,,WI-08,,,,Bank of Sunset & Trust Company,,,,,,
462,,,,,Bank of Utica,,,,,WV-01,,,,Bank of Tennessee,,,,,,
463,,,,,Bank of Walker County,,,,,WV-02,,,,Bank of Travelers Rest,,,,,,
464,,,,,Bank of Washington,,,,,WV-03,,,,Bank of Utah,,,,,,
465,,,,,Bank of Western Oklahoma,,,,,WY-,,,,Bank of Utica,,,,,,
466,,,,,Bank of Weston,,,,,WY-02,,,,Bank of Walker County,,,,,,
467,,,,,"Bank of Whittier, National Association",,,,,,,,,Bank of Washington,,,,,,
468,,,,,Bank of Wiggins,,,,,,,,,Bank of Western Oklahoma,,,,,,
469,,,,,Bank of Winnfield & Trust Company,,,,,,,,,Bank of Weston,,,,,,
470,,,,,Bank of Winona,,,,,,,,,"Bank of Whittier, National Association",,,,,,
471,,,,,Bank of Wisconsin Dells,,,,,,,,,Bank of Wiggins,,,,,,
472,,,,,Bank of Wolcott,,,,,,,,,Bank of Winnfield & Trust Company,,,,,,
473,,,,,Bank of Wrightsville,,,,,,,,,Bank of Winona,,,,,,
474,,,,,Bank of Yates City,,,,,,,,,Bank of Wisconsin Dells,,,,,,
475,,,,,Bank of Yazoo City,,,,,,,,,Bank of Wolcott,,,,,,
476,,,,,Bank of York,,,,,,,,,Bank of Wrightsville,,,,,,
477,,,,,Bank of Zachary,,,,,,,,,Bank of Yates City,,,,,,
478,,,,,Bank of the Bluegrass & Trust Company,,,,,,,,,Bank of Yazoo City,,,,,,
479,,,,,Bank of the Flint Hills,,,,,,,,,Bank of York,,,,,,
480,,,,,Bank of the James,,,,,,,,,Bank of Zachary,,,,,,
481,,,,,Bank of the Lowcountry,,,,,,,,,Bank of the Bluegrass & Trust Company,,,,,,
482,,,,,"Bank of the Mountains, Inc.",,,,,,,,,Bank of the Flint Hills,,,,,,
483,,,,,Bank of the Pacific,,,,,,,,,Bank of the James,,,,,,
484,,,,,Bank of the Panhandle,,,,,,,,,Bank of the Lowcountry,,,,,,
485,,,,,Bank of the Rockies,,,,,,,,,"Bank of the Mountains, Inc.",,,,,,
486,,,,,Bank of the Sierra,,,,,,,,,Bank of the Pacific,,,,,,
487,,,,,Bank of the Southwest,,,,,,,,,Bank of the Panhandle,,,,,,
488,,,,,Bank of the Valley,,,,,,,,,Bank of the Rockies,,,,,,
489,,,,,Bank of the West,,,,,,,,,Bank of the Sierra,,,,,,
490,,,,,Bank3,,,,,,,,,Bank of the Southwest,,,,,,
491,,,,,"BankChampaign, National Association",,,,,,,,,Bank of the Valley,,,,,,
492,,,,,BankCherokee,,,,,,,,,Bank of the West,,,,,,
493,,,,,"BankFinancial, National Association",,,,,,,,,Bank3,,,,,,
494,,,,,BankFirst,,,,,,,,,"BankChampaign, National Association",,,,,,
495,,,,,BankFirst Financial Services,,,,,,,,,BankCherokee,,,,,,
496,,,,,BankFlorida,,,,,,,,,"BankFinancial, National Association",,,,,,
497,,,,,BankGloucester,,,,,,,,,BankFirst,,,,,,
498,,,,,BankIowa,,,,,,,,,BankFirst Financial Services,,,,,,
499,,,,,BankNewport,,,,,,,,,BankFlorida,,,,,,
500,,,,,BankNorth,,,,,,,,,BankGloucester,,,,,,
501,,,,,BankOkolona,,,,,,,,,BankIowa,,,,,,
502,,,,,BankOrion,,,,,,,,,BankNewport,,,,,,
503,,,,,BankPlus,,,,,,,,,BankNorth,,,,,,
504,,,,,BankProv,,,,,,,,,BankOkolona,,,,,,
505,,,,,BankSouth,,,,,,,,,BankOrion,,,,,,
506,,,,,BankStar Financial,,,,,,,,,BankPlus,,,,,,
507,,,,,BankTennessee,,,,,,,,,BankProv,,,,,,
508,,,,,"BankUnited, National Association",,,,,,,,,BankSouth,,,,,,
509,,,,,BankVista,,,,,,,,,BankStar Financial,,,,,,
510,,,,,"BankWest, Inc",,,,,,,,,BankTennessee,,,,,,
511,,,,,Bankers Trust Company,,,,,,,,,"BankUnited, National Association",,,,,,
512,,,,,Bankers' Bank of Kansas,,,,,,,,,BankVista,,,,,,
513,,,,,Bankers' Bank of the West,,,,,,,,,"BankWest, Inc",,,,,,
514,,,,,Bankwell Bank,,,,,,,,,Bankers Trust Company,,,,,,
515,,,,,Banner Bank,,,,,,,,,Bankers' Bank of Kansas,,,,,,
516,,,,,Banner Banks,,,,,,,,,Bankers' Bank of the West,,,,,,
517,,,,,Banner Capital Bank,,,,,,,,,Bankwell Bank,,,,,,
518,,,,,Banterra Bank,,,,,,,,,Banner Bank,,,,,,
519,,,,,Bar Harbor Bank & Trust,,,,,,,,,Banner Banks,,,,,,
520,,,,,Baraboo State Bank,,,,,,,,,Banner Capital Bank,,,,,,
521,,,,,Barksdale FCU,,,,,,,,,Banterra Bank,,,,,,
522,,,,,"Barrington Bank & Trust Company, National Association",,,,,,,,,Bar Harbor Bank & Trust,,,,,,
523,,,,,Barwick Banking Company,,,,,,,,,Baraboo State Bank,,,,,,
524,,,,,Bath Savings Institution,,,,,,,,,Barksdale FCU,,,,,,
525,,,,,Battle Creek State Bank,,,,,,,,,"Barrington Bank & Trust Company, National Association",,,,,,
526,,,,,Baxter CU,,,,,,,,,Barwick Banking Company,,,,,,
527,,,,,Bay Bank,,,,,,,,,Bath Savings Institution,,,,,,
528,,,,,Bay FCU,,,,,,,,,Battle Creek State Bank,,,,,,
529,,,,,Bay Port State Bank,,,,,,,,,Baxter CU,,,,,,
530,,,,,Bay State Savings Bank,,,,,,,,,Bay Bank,,,,,,
531,,,,,BayCoast Bank,,,,,,,,,Bay FCU,,,,,,
532,,,,,BayFirst National Bank,,,,,,,,,Bay Port State Bank,,,,,,
533,,,,,BayVanguard Bank,,,,,,,,,Bay State Savings Bank,,,,,,
534,,,,,Baybank,,,,,,,,,BayCoast Bank,,,,,,
535,,,,,Bayer Heritage FCU,,,,,,,,,BayFirst National Bank,,,,,,
536,,,,,"Beacon Business Bank, National Association",,,,,,,,,BayVanguard Bank,,,,,,
537,,,,,"Beacon CU, Inc.",,,,,,,,,Baybank,,,,,,
538,,,,,Beacon Community Bank,,,,,,,,,Bayer Heritage FCU,,,,,,
539,,,,,"Beardstown Savings, s.b.",,,,,,,,,"Beacon Business Bank, National Association",,,,,,
540,,,,,Bedford Federal Savings Bank,,,,,,,,,"Beacon CU, Inc.",,,,,,
541,,,,,Bedford Loan & Deposit Bank,,,,,,,,,Beacon Community Bank,,,,,,
542,,,,,Beehive FCU,,,,,,,,,"Beardstown Savings, s.b.",,,,,,
543,,,,,Belco Community CU,,,,,,,,,Bedford Federal Savings Bank,,,,,,
544,,,,,Belgrade State Bank,,,,,,,,,Bedford Loan & Deposit Bank,,,,,,
545,,,,,Bell Bank,,,,,,,,,Beehive FCU,,,,,,
546,,,,,Bellco FCU,,,,,,,,,Belco Community CU,,,,,,
547,,,,,Bellevue State Bank,,,,,,,,,Belgrade State Bank,,,,,,
548,,,,,Bellwether Community CU,,,,,,,,,Bell Bank,,,,,,
549,,,,,Belmont Bank & Trust Company,,,,,,,,,Bellco FCU,,,,,,
550,,,,,Belmont Savings Bank,,,,,,,,,Bellevue State Bank,,,,,,
551,,,,,Belt Valley Bank,,,,,,,,,Bellwether Community CU,,,,,,
552,,,,,Benchmark Bank,,,,,,,,,Belmont Bank & Trust Company,,,,,,
553,,,,,Benchmark Community Bank,,,,,,,,,Belmont Savings Bank,,,,,,
554,,,,,Bendena State Bank,,,,,,,,,Belt Valley Bank,,,,,,
555,,,,,Beneficial State Bank,,,,,,,,,Benchmark Bank,,,,,,
556,,,,,Benton County State Bank,,,,,,,,,Benchmark Community Bank,,,,,,
557,,,,,Benworth Capital,,,,,,,,,Bendena State Bank,,,,,,
558,,,,,Berkshire Bank,,,,,,,,,Beneficial State Bank,,,,,,
559,,,,,Bessemer System FCU,,,,,,,,,Benton County State Bank,,,,,,
560,,,,,Bethpage FCU,,,,,,,,,Benworth Capital,,,,,,
561,,,,,Better Banks,,,,,,,,,Berkshire Bank,,,,,,
562,,,,,"Beverly Bank & Trust Company, National Association",,,,,,,,,Bessemer System FCU,,,,,,
563,,,,,"Big Bend Banks, National Association",,,,,,,,,Bethpage FCU,,,,,,
564,,,,,Bison State Bank,,,,,,,,,Better Banks,,,,,,
565,,,,,Black Business Investment Fund Inc.,,,,,,,,,"Beverly Bank & Trust Company, National Association",,,,,,
566,,,,,"Black Hills Community Bank, National Association",,,,,,,,,"Big Bend Banks, National Association",,,,,,
567,,,,,Black Hills FCU,,,,,,,,,Bison State Bank,,,,,,
568,,,,,Black River Country Bank,,,,,,,,,Black Business Investment Fund Inc.,,,,,,
569,,,,,Blackhawk Bank,,,,,,,,,"Black Hills Community Bank, National Association",,,,,,
570,,,,,Blackhawk Bank & Trust,,,,,,,,,Black Hills FCU,,,,,,
571,,,,,Blissfield State Bank,,,,,,,,,Black River Country Bank,,,,,,
572,,,,,Bloom CU,,,,,,,,,Blackhawk Bank,,,,,,
573,,,,,Bloomsdale Bank,,,,,,,,,Blackhawk Bank & Trust,,,,,,
574,,,,,Blue FCU,,,,,,,,,Blissfield State Bank,,,,,,
575,,,,,Blue Foundry Bank,,,,,,,,,Bloom CU,,,,,,
576,,,,,Blue Grass Savings Bank,,,,,,,,,Bloomsdale Bank,,,,,,
577,,,,,Blue Ridge Bank and Trust Co.,,,,,,,,,Blue FCU,,,,,,
578,,,,,"Blue Ridge Bank, National Association",,,,,,,,,Blue Foundry Bank,,,,,,
579,,,,,Blue Sky Bank,,,,,,,,,Blue Grass Savings Bank,,,,,,
580,,,,,BlueHarbor Bank,,,,,,,,,Blue Ridge Bank and Trust Co.,,,,,,
581,,,,,BlueOx CU,,,,,,,,,"Blue Ridge Bank, National Association",,,,,,
582,,,,,Bluestone Bank,,,,,,,,,Blue Sky Bank,,,,,,
583,,,,,Bluevine Capital Inc.,,,,,,,,,BlueHarbor Bank,,,,,,
584,,,,,Bluff View Bank,,,,,,,,,BlueOx CU,,,,,,
585,,,,,Bodcaw Bank,,,,,,,,,Bluestone Bank,,,,,,
586,,,,,Boeing Empl CU,,,,,,,,,Bluevine Capital Inc.,,,,,,
587,,,,,Boeing Helicopters CU d/b/a BHCU,,,,,,,,,Bluff View Bank,,,,,,
588,,,,,Bogota Savings Bank,,,,,,,,,Bodcaw Bank,,,,,,
589,,,,,Bonanza Valley State Bank,,,,,,,,,Boeing Empl CU,,,,,,
590,,,,,Boone Bank & Trust Co.,,,,,,,,,Boeing Helicopters CU d/b/a BHCU,,,,,,
591,,,,,Boonville Federal Savings Bank,,,,,,,,,Bogota Savings Bank,,,,,,
592,,,,,Border Bank,,,,,,,,,Bonanza Valley State Bank,,,,,,
593,,,,,Border FCU,,,,,,,,,Boone Bank & Trust Co.,,,,,,
594,,,,,Boston Firefighters CU,,,,,,,,,Boonville Federal Savings Bank,,,,,,
595,,,,,Boundary Waters Bank,,,,,,,,,Border Bank,,,,,,
596,,,,,Bourns Empl FCU,,,,,,,,,Border FCU,,,,,,
597,,,,,Bradesco Bank,,,,,,,,,Boston Firefighters CU,,,,,,
598,,,,,Bragg Mutual FCU,,,,,,,,,Boundary Waters Bank,,,,,,
599,,,,,Brannen Bank,,,,,,,,,Bourns Empl FCU,,,,,,
600,,,,,Branson Bank,,,,,,,,,Bradesco Bank,,,,,,
601,,,,,Brantley Bank and Trust Company,,,,,,,,,Bragg Mutual FCU,,,,,,
602,,,,,Bravera Bank,,,,,,,,,Brannen Bank,,,,,,
603,,,,,Breda Savings Bank,,,,,,,,,Branson Bank,,,,,,
604,,,,,"Bremer Bank, National Association",,,,,,,,,Brantley Bank and Trust Company,,,,,,
605,,,,,Brentwood Bank,,,,,,,,,Bravera Bank,,,,,,
606,,,,,Brewer FCU,,,,,,,,,Breda Savings Bank,,,,,,
607,,,,,Brickyard Bank,,,,,,,,,"Bremer Bank, National Association",,,,,,
608,,,,,Bridge Community Bank,,,,,,,,,Brentwood Bank,,,,,,
609,,,,,Bridgewater Bank,,,,,,,,,Brewer FCU,,,,,,
610,,,,,BrightStar CU,,,,,,,,,Brickyard Bank,,,,,,
611,,,,,"Brightbridge, Inc.",,,,,,,,,Bridge Community Bank,,,,,,
612,,,,,Brighton Bank,,,,,,,,,Bridgewater Bank,,,,,,
613,,,,,Bristol County Savings Bank,,,,,,,,,BrightStar CU,,,,,,
